武将姓,武将名,統率,武勇,知略,内政,外政,戦闘,政治,合計,父親,姓読み,名読み,誕生年,登場年,没年,寿命,義理親,志,戦法,補佐,作戦,気質,野心,母親
大野,直之,66,55,59,36,44,121,80,260,-,おおの,なおゆき,1536年,1551年,1590年,55,-,所領拡大,奮闘,強撃,全軍突撃,家名,14,-
戒能,通森,50,55,40,63,50,105,113,258,-,かいのう,みちもり,1517年,1532年,1587年,71,-,領地保全,逆撫で,地利,囮挑発,才覚,6,-
村上,元吉,73,71,48,60,53,144,113,305,村上武吉,むらかみ,もとよし,1553年,1568年,1600年,48,-,家名存続,最大戦速,水戦,焙烙火矢・川舟移動,実利,5,-
村上,景親,68,68,59,51,54,136,105,300,村上武吉,むらかみ,かげちか,1558年,1573年,1610年,53,-,所領拡大,最大戦速,水戦,川舟移動,実利,4,-
来島,通総,74,74,55,53,53,148,106,309,村上通康,くるしま,みちふさ,1561年,1576年,1597年,37,-,所領拡大,最大戦速,水戦,川舟移動,勲功,7,-
宇都宮,清綱,49,43,63,59,62,92,121,276,-,うつのみや,きよつな,1478年,1493年,1544年,67,-,領地保全,急襲,復帰,囮挑発,家名,8,-
井上,重房,31,30,57,48,51,61,99,217,-,いのうえ,しげふさ,1538年,1553年,1587年,50,-,家名存続,叱咤,伏兵,神出鬼没,家名,6,-
祖母井,之照,64,67,45,35,35,131,70,246,-,うばがい,ゆきてる,1536年,1551年,1585年,50,-,所領拡大,死兵,復帰,全軍突撃,家名,8,-
西園寺,宣久,26,26,30,64,41,52,105,187,西園寺公宣,さいおんじ,のぶひさ,1541年,1556年,1580年,40,-,家名存続,気勢崩し,堅固,囮挑発,家名,5,-
渡辺,教忠,34,33,39,42,37,67,79,185,-,わたなべ,のりただ,1541年,1556年,1585年,45,-,領地保全,臨戦,万全,囮挑発,家名,7,-
長宗我部,親和,37,37,40,41,38,74,79,193,長宗我部元親,ちょうそかべ,ちかかず,1567年,1582年,1587年,21,-,領地保全,臨戦,万全,囮挑発,勲功,5,-
長宗我部,親忠,50,50,55,68,62,100,130,285,長宗我部元親,ちょうそかべ,ちかただ,1572年,1587年,1600年,29,-,家名存続,臥薪嘗胆,奪力,本陣斬込,勲功,3,-
長宗我部,親吉,67,64,46,55,48,131,103,280,長宗我部兼序,ちょうそかべ,ちかよし,1506年,1521年,1585年,80,-,所領拡大,挟撃巧者,地利,神出鬼没,勲功,4,-
江村,親俊,68,63,41,35,34,131,69,241,江村親家,えむら,ちかとし,1547年,1562年,1596年,50,-,領地保全,急襲,猛攻,全軍突撃,家名,4,-
香宗我部,親秀,51,51,60,57,58,102,115,277,-,こうそかべ,ちかひで,1508年,1523年,1569年,62,-,家名存続,足止め,回避,神出鬼没,家名,5,-
香宗我部,秀通,23,42,33,54,39,65,93,191,-,こうそかべ,ひでみち,1510年,1525年,1556年,47,-,所領拡大,臨戦,万全,囮挑発,家名,10,-
細川,定輔,50,47,55,47,49,97,96,248,-,ほそかわ,さだすけ,1532年,1547年,1582年,51,-,所領拡大,臨戦,万全,囮挑発,家名,6,-
横山,友隆,62,35,39,40,37,97,77,213,-,よこやま,ともたか,1515年,1530年,1569年,55,-,領地保全,挟撃巧者,疾走,神出鬼没,家名,7,-
吉松,光久,50,53,37,30,28,103,58,198,-,よしまつ,みつひさ,1524年,1539年,1562年,39,-,家名存続,突撃,速攻,全軍突撃,家名,6,-
安芸,元泰,31,30,58,40,46,61,86,205,-,あき,もとやす,1489年,1504年,1544年,56,-,所領拡大,臨戦,万全,囮挑発,家名,5,-
一条,房家,77,56,76,79,87,133,166,375,-,いちじょう,ふさいえ,1475年,1490年,1539年,65,-,天下統一,逆撫で,地利,囮挑発,家名,7,-
一条,房冬,56,55,44,62,52,111,114,269,一条房家,いちじょう,ふさふゆ,1498年,1513年,1541年,44,-,領地保全,臨戦,万全,囮挑発,家名,8,-
一条,房基,66,60,69,64,68,126,132,327,一条房冬,いちじょう,ふさもと,1522年,1537年,1549年,28,-,家名存続,死兵,復帰,全軍突撃,家名,4,-
敷地,藤安,43,41,54,59,56,84,115,253,-,しきち,ふじやす,1469年,1484年,1540年,72,-,所領拡大,急襲,復帰,囮挑発,家名,8,-
野仲,鎮兼,47,47,31,29,26,94,55,180,-,のなか,しげかね,1529年,1544年,1588年,60,-,所領拡大,突撃,速攻,全軍突撃,家名,12,-
大友,義鑑,82,70,74,78,81,152,159,385,大友義長,おおとも,よしあき,1502年,1517年,1550年,49,-,領地保全,逆撫で,地利,囮挑発,家名,7,-
本荘,右述,62,56,67,58,63,118,121,306,-,ほんじょう,すけのぶ,1469年,1484年,1539年,71,-,家名存続,太鼓持ち,万全,囮挑発,家名,2,-
加来,統直,39,35,42,39,36,74,75,191,-,かく,むねなお,1549年,1564年,1588年,40,-,所領拡大,用心,斥候,神出鬼没,家名,6,-
田原,親盛,58,37,58,65,63,95,128,281,大友義鎮,たわら,ちかもり,1567年,1582年,1643年,77,田原紹忍,家名存続,死兵,万全,囮挑発,実利,6,-
佐伯,惟定,61,64,57,50,52,125,102,284,-,さいき,これさだ,1568年,1578年,1618年,51,-,領地保全,臥薪嘗胆,伏兵,本陣斬込,実利,3,-
入田,親誠,29,28,58,69,65,57,134,249,-,にゅうだ,ちかざね,1510年,1525年,1550年,41,-,家名存続,臨戦,万全,囮挑発,家名,5,-
秋月,種信,41,41,50,51,49,82,100,232,秋月文種,あきづき,たねのぶ,1552年,1567年,1611年,60,-,所領拡大,奮闘,強撃,全軍突撃,家名,10,-
麻生,隆守,29,28,33,38,30,57,68,158,-,あそう,たかもり,1507年,1522年,1546年,40,-,家名存続,足止め,回避,神出鬼没,家名,13,-
麻生,鎮里,45,44,47,52,48,89,100,236,-,あそう,しげさと,1513年,1528年,1572年,60,-,領地保全,臨戦,万全,囮挑発,家名,12,-
麻生,元重,39,39,59,48,52,78,100,237,-,あそう,もとしげ,1543年,1558年,1592年,50,-,家名存続,足止め,回避,神出鬼没,家名,10,-
井田,親氏,58,65,32,29,26,123,55,210,井田親之,いだ,ちかうじ,1562年,1577年,1581年,20,-,所領拡大,急襲,猛攻,全軍突撃,勲功,7,-
恵利,暢堯,55,52,69,71,71,107,142,318,-,えり,のぶたか,1550年,1565年,1587年,38,-,家名存続,挟撃巧者,地利,神出鬼没,家名,2,-
蒲池,鑑久,51,54,70,61,67,105,128,303,-,かまち,あきひさ,1494年,1509年,1543年,50,-,領地保全,急襲,復帰,囮挑発,家名,9,-
大木,俊光,54,52,55,62,58,106,120,281,-,おおき,としみつ,1537年,1552年,1586年,50,-,家名存続,逆撫で,地利,囮挑発,勲功,3,-
西牟田,鎮豊,50,54,60,49,53,104,102,266,-,にしむた,しげとよ,1543年,1558年,1592年,50,-,所領拡大,叱咤,伏兵,神出鬼没,勲功,9,-
原野,恵俊,37,37,52,70,62,74,132,258,-,はらの,しげとし,1499年,1514年,1558年,60,-,家名存続,気勢崩し,堅固,囮挑発,家名,1,-
少弐,資元,56,48,43,54,46,104,100,247,-,しょうに,すけもと,1491年,1506年,1536年,46,-,領地保全,突撃,速攻,全軍突撃,家名,13,-
江上,家種,76,73,28,26,23,149,49,226,龍造寺隆信,えがみ,いえたね,1558年,1573年,1593年,36,江上武種,家名存続,奮闘,強撃,全軍突撃,勲功,5,-
神代,長良,50,44,48,61,54,94,115,257,神代勝利,くましろ,ながよし,1537年,1552年,1581年,45,-,所領拡大,急襲,復帰,囮挑発,勲功,8,-
高木,鑑房,64,67,36,25,25,131,50,217,-,たかぎ,あきふさ,1504年,1519年,1554年,51,-,所領拡大,死兵,復帰,全軍突撃,勲功,9,-
馬場,頼周,50,51,80,71,77,101,148,329,-,ばば,よりちか,1497年,1512年,1546年,50,-,領地保全,足止め,回避,神出鬼没,勲功,9,-
龍造寺,家兼,85,63,88,78,83,148,161,397,-,りゅうぞうじ,いえかね,1454年,1469年,1546年,93,-,家名存続,急襲,復帰,囮挑発,家名,8,-
龍造寺,家純,67,63,43,55,47,130,102,275,龍造寺家兼,りゅうぞうじ,いえずみ,1479年,1494年,1545年,67,-,所領拡大,突撃,速攻,全軍突撃,家名,5,-
龍造寺,周家,63,58,44,51,45,121,96,261,龍造寺家純,りゅうぞうじ,ちかいえ,1504年,1519年,1545年,42,-,家督継承,突撃,速攻,全軍突撃,家名,4,-
鍋島,清久,73,73,66,46,54,146,100,312,-,なべしま,きよひさ,1490年,1505年,1544年,55,-,領地保全,早駆け,疾走,本陣斬込,勲功,1,-
松浦,興信,42,39,66,71,70,81,141,288,-,まつら,おきのぶ,1495年,1510年,1541年,47,-,家名存続,逆撫で,地利,囮挑発,実利,10,-
籠手田,安経,46,48,59,59,59,94,118,271,籠手田安昌,こてだ,やすつね,1532年,1547年,1582年,51,-,所領拡大,死兵,万全,囮挑発,実利,2,-
佐川,信利,42,41,59,70,66,83,136,278,-,さがわ,のぶとし,1580年,1595年,1624年,45,-,家名存続,太鼓持ち,万全,囮挑発,実利,7,-
日高,喜,34,53,67,55,61,87,116,270,-,ひだか,このむ,1532年,1547年,1592年,61,-,領地保全,叱咤,伏兵,神出鬼没,実利,7,-
有馬,直純,44,46,57,68,64,90,132,279,有馬晴信,ありま,なおずみ,1586年,1601年,1641年,56,-,家名存続,臨戦,万全,囮挑発,実利,6,-
平井,経治,48,45,61,45,52,93,97,251,-,ひらい,つねはる,1525年,1540年,1574年,50,-,所領拡大,足止め,回避,神出鬼没,家名,12,-
大村,純伊,51,53,39,45,39,104,84,227,-,おおむら,すみこれ,1459年,1474年,1547年,89,-,所領拡大,挟撃巧者,疾走,神出鬼没,家名,6,-
大村,純前,63,58,62,65,65,121,130,313,大村純伊,おおむら,すみさき,1473年,1488年,1551年,79,-,領地保全,用心,斥候,神出鬼没,家名,10,-
朝長,前安,66,66,38,59,46,132,105,275,-,ともなが,さきやす,1578年,1593年,1635年,58,-,家名存続,急襲,復帰,囮挑発,家名,5,-
鹿子木,親員,61,58,59,65,63,119,128,306,-,かのこぎ,ちかかず,1477年,1492年,1549年,73,-,所領拡大,太鼓持ち,万全,囮挑発,勲功,10,-
北里,政義,50,50,51,45,45,100,90,241,-,きたざと,まさよし,1553年,1568年,1592年,40,-,領地保全,突撃,速攻,全軍突撃,家名,11,-
阿蘇,惟長,54,58,59,62,61,112,123,294,阿蘇惟憲,あそ,これなが,1480年,1495年,1537年,58,-,領地保全,叱咤,伏兵,神出鬼没,家名,14,-
甲斐,親宣,81,70,88,81,83,151,164,403,-,かい,ちかのぶ,1479年,1494年,1536年,58,-,家名存続,策士,参謀,神出鬼没,家名,2,-
相良,義滋,77,66,79,79,80,143,159,381,-,さがら,よししげ,1491年,1506年,1546年,56,-,所領拡大,逆撫で,地利,囮挑発,実利,8,-
相良,治頼,68,69,72,59,66,137,125,334,-,さがら,はるより,1514年,1529年,1546年,33,-,領地保全,激励,伏兵,神出鬼没,実利,11,-
上村,長種,56,48,75,76,77,104,153,332,上村頼廉,うえむら,ながたね,1505年,1520年,1535年,31,-,領地保全,太鼓持ち,万全,囮挑発,実利,4,-
伊東,義賢,38,39,48,54,49,77,103,228,伊東義益,いとう,よしかた,1568年,1583年,1594年,27,-,家名存続,死兵,万全,囮挑発,家名,9,-
伊東,祐安,59,55,52,38,42,114,80,246,-,いとう,すけやす,1523年,1538年,1572年,50,-,所領拡大,奮闘,強撃,全軍突撃,家名,8,-
稲津,重政,62,71,30,26,24,133,50,213,-,いなづ,しげまさ,1574年,1589年,1602年,29,-,所領拡大,死兵,復帰,全軍突撃,勲功,14,-
土持,親佐,56,63,54,60,57,119,117,290,-,つちもち,ちかすけ,1477年,1492年,1541年,65,-,領地保全,死兵,復帰,全軍突撃,家名,10,-
三田井,親武,55,69,49,64,55,124,119,292,-,みたい,ちかたけ,1532年,1547年,1591年,60,-,家名存続,奮闘,強撃,全軍突撃,実利,9,-
長倉,祐有,49,45,56,31,40,94,71,221,-,ながくら,すけなお,1474年,1489年,1541年,68,-,所領拡大,臨戦,万全,囮挑発,家名,12,-
北原,兼孝,33,42,67,37,50,75,87,229,-,きたはら,かねたか,1501年,1516年,1562年,62,-,領地保全,臨戦,万全,囮挑発,勲功,4,-
荒武,宗幸,63,69,44,41,40,132,81,257,-,あらたけ,むねゆき,1486年,1501年,1549年,64,-,領地保全,死兵,復帰,全軍突撃,家名,8,-
安楽,兼寛,54,58,64,60,63,112,123,299,-,あんらく,かねひろ,1530年,1545年,1579年,50,-,家名存続,臥薪嘗胆,伏兵,神出鬼没,家名,3,-
肝付,兼演,37,44,50,48,46,81,94,225,-,きもつき,かねひろ,1498年,1513年,1552年,55,-,所領拡大,急襲,猛攻,全軍突撃,家名,9,-
肝付,兼盛,56,47,42,47,42,103,89,234,肝付兼演,きもつき,かねもり,1533年,1548年,1578年,46,-,家名存続,用心,斥候,神出鬼没,家名,6,-
肝付,兼篤,49,47,39,46,40,96,86,221,肝付兼盛,きもつき,かねあつ,1562年,1577年,1609年,48,-,領地保全,臨戦,万全,囮挑発,家名,5,-
祁答院,良重,58,53,48,28,32,111,60,219,-,けどういん,よししげ,1526年,1541年,1566年,41,-,家名存続,臨戦,万全,囮挑発,家名,8,-
島津,勝久,42,42,58,36,44,84,80,222,-,しまづ,かつひさ,1503年,1508年,1573年,71,-,所領拡大,臨戦,万全,囮挑発,家名,13,-
入来院,重朝,60,67,66,58,62,127,120,313,-,いりきいん,しげとも,1490年,1505年,1545年,56,-,所領拡大,急襲,猛攻,全軍突撃,家名,7,-
入来院,重時,50,61,40,34,32,111,66,217,島津以久,いりきいん,しげとき,1570年,1585年,1600年,31,-,家名存続,突撃,速攻,全軍突撃,家名,3,-
樺山,善久,73,68,75,61,70,141,131,347,-,かばやま,よしひさ,1513年,1528年,1595年,83,-,家名存続,叱咤,殲滅,全軍突撃,家名,5,-
樺山,忠助,57,61,72,43,57,118,100,290,樺山善久,かばやま,ただすけ,1540年,1555年,1609年,70,-,所領拡大,急襲,復帰,囮挑発,家名,8,-
島津,忠将,75,77,69,54,61,152,115,336,島津日新斎,しまづ,ただまさ,1520年,1535年,1561年,42,-,所領拡大,挟撃巧者,地利,神出鬼没,勲功,7,-
島津,以久,66,68,71,44,57,134,101,306,島津忠将,しまづ,もちひさ,1550年,1565年,1610年,61,-,所領拡大,急襲,復帰,囮挑発,勲功,9,-
島津,尚久,59,68,52,39,42,127,81,260,島津日新斎,しまづ,なおひさ,1531年,1546年,1562年,32,-,所領拡大,奮闘,猛攻,全軍突撃,勲功,10,-
島津,忠長,58,71,71,64,68,129,132,332,島津尚久,しまづ,ただなが,1551年,1566年,1610年,60,-,所領拡大,激励,伏兵,神出鬼没,勲功,6,-
鎌田,政年,66,64,66,36,47,130,83,279,-,かまた,まさとし,1514年,1529年,1583年,70,-,所領拡大,挟撃巧者,疾走,神出鬼没,家名,5,-
園田,実明,63,41,64,48,56,104,104,272,-,そのだ,さねあき,1500年,1515年,1569年,70,-,領地保全,用心,斥候,神出鬼没,家名,6,-
佐多,忠増,62,73,60,45,51,135,96,291,-,さた,ただます,1562年,1577年,1641年,80,-,家名存続,突撃,速攻,全軍突撃,勲功,8,-
島津,忠広,58,65,47,39,39,123,78,248,-,しまづ,ただひろ,1482年,1497年,1551年,70,-,所領拡大,急襲,復帰,囮挑発,勲功,8,-
北郷,忠相,75,69,74,75,75,144,150,368,-,ほんごう,ただすけ,1487年,1502年,1559年,73,-,領地保全,激励,伏兵,神出鬼没,勲功,12,-
島津,忠親,59,44,50,61,55,103,116,269,北郷忠相,しまづ,ただちか,1512年,1527年,1571年,60,島津忠広,領地保全,用心,斥候,神出鬼没,家名,8,-
島津,忠辰,35,36,53,58,55,71,113,237,島津義虎,しまづ,ただとき,1565年,1580年,1593年,29,-,家名存続,臨戦,万全,囮挑発,家名,9,-
平田,宗茂,52,46,59,59,59,98,118,275,-,ひらた,むねしげ,1505年,1520年,1544年,40,-,所領拡大,足止め,回避,神出鬼没,家名,10,-
千,利休,56,32,65,83,94,88,177,330,-,せん,りきゅう,1522年,1537年,1591年,70,-,天下統一,太鼓持ち,治癒,囮挑発,芸道,14,-
南部,重直,56,63,54,61,57,119,118,291,石川利直,なんぶ,しげなお,1606年,1621年,1664年,59,-,領地保全,早駆け,猛攻,本陣斬込,勲功,10,-
伊達,忠宗,60,43,55,69,63,103,132,290,伊達政宗,だて,ただむね,1600年,1611年,1658年,59,-,領地保全,逆撫で,地利,囮挑発,家名,6,-
蒲生,忠郷,46,34,46,53,48,80,101,227,蒲生秀行,がもう,たださと,1602年,1612年,1627年,26,-,所領拡大,臨戦,万全,囮挑発,家名,5,-
岩城,吉隆,67,45,57,70,65,112,135,304,佐竹貞隆,いわき,よしたか,1609年,1620年,1672年,64,-,家名存続,激励,伏兵,神出鬼没,家名,4,-
上杉,定勝,71,63,60,69,66,134,135,329,長尾顕景,うえすぎ,さだかつ,1604年,1619年,1645年,42,-,領地保全,早駆け,疾走,本陣斬込,勲功,9,-
徳川,頼房,70,59,75,77,78,129,155,359,松平元康,とくがわ,よりふさ,1603年,1611年,1661年,59,-,天下統一,太鼓持ち,万全,囮挑発,才覚,10,-
徳川,光圀,66,32,69,74,73,98,147,314,徳川頼房,とくがわ,みつくに,1628年,1636年,1701年,74,-,領地保全,太鼓持ち,万全,囮挑発,才覚,8,-
秋田,俊季,58,44,51,62,57,102,119,272,安東実季,あきた,としすえ,1598年,1613年,1649年,52,-,家督継承,急襲,復帰,囮挑発,家名,3,-
浅野,長重,52,68,48,51,47,120,98,266,浅野長政,あさの,ながしげ,1588年,1600年,1632年,45,-,領地保全,突撃,速攻,全軍突撃,勲功,5,-
新庄,直定,39,52,41,44,40,91,84,216,新庄直頼,しんじょう,なおさだ,1562年,1577年,1618年,57,-,家名存続,臨戦,万全,囮挑発,勲功,4,-
松平,康長,53,66,52,53,50,119,103,274,-,まつだいら,やすなが,1562年,1577年,1633年,72,-,所領拡大,奮闘,強撃,全軍突撃,家名,3,-
小笠原,信之,62,57,56,43,47,119,90,265,酒井忠次,おがさわら,のぶゆき,1570年,1585年,1614年,45,-,領地保全,用心,斥候,神出鬼没,実利,4,-
小笠原,政信,63,40,66,55,60,103,115,284,小笠原信之,おがさわら,まさのぶ,1607年,1614年,1640年,34,-,家名存続,急襲,復帰,囮挑発,実利,3,-
土方,雄重,41,52,38,32,29,93,61,192,土方雄久,ひじかた,かつしげ,1592年,1607年,1629年,38,-,所領拡大,突撃,速攻,全軍突撃,勲功,7,-
松平,忠良,49,55,46,51,46,104,97,247,-,まつだいら,ただよし,1582年,1597年,1624年,43,-,所領拡大,臨戦,万全,囮挑発,家名,4,-
本多,政朝,42,52,43,52,45,94,97,234,本多忠政,ほんだ,まさとも,1599年,1614年,1638年,40,-,領地保全,奮闘,強撃,全軍突撃,家名,5,-
内藤,政長,55,40,42,45,41,95,86,223,-,ないとう,まさなが,1568年,1583年,1634年,67,-,家名存続,用心,斥候,神出鬼没,家名,4,-
松平,忠昌,60,72,50,59,54,132,113,295,松平秀康,まつだいら,ただまさ,1598年,1615年,1645年,48,-,所領拡大,死兵,復帰,全軍突撃,勲功,4,-
奥平,家昌,56,71,56,41,45,127,86,269,奥平信昌,おくだいら,いえまさ,1577年,1592年,1614年,38,-,所領拡大,急襲,猛攻,全軍突撃,家名,6,-
奥平,忠昌,52,65,44,48,43,117,91,252,奥平家昌,おくだいら,ただまさ,1608年,1614年,1668年,61,-,領地保全,急襲,復帰,囮挑発,家名,5,-
成田,氏宗,32,27,41,42,39,59,81,181,成田長忠,なりた,うじむね,1568年,1583年,1622年,55,-,家名存続,臨戦,万全,囮挑発,家名,5,-
日根野,吉明,47,62,40,44,39,109,83,232,日根野高吉,ひねの,よしあき,1587年,1602年,1656年,70,-,所領拡大,奮闘,強撃,全軍突撃,家名,6,-
本多,忠純,29,68,29,34,26,97,60,186,本多正信,ほんだ,ただずみ,1586年,1601年,1632年,47,-,所領拡大,突撃,速攻,全軍突撃,実利,8,-
稲垣,重綱,40,57,50,50,48,97,98,245,-,いながき,しげつな,1583年,1598年,1654年,72,-,領地保全,急襲,猛攻,全軍突撃,実利,7,-
水野,忠清,61,66,48,50,45,127,95,270,水野忠重,みずの,ただきよ,1582年,1597年,1647年,66,-,家名存続,奮闘,強撃,全軍突撃,才覚,6,-
榊原,忠次,68,60,63,71,68,128,139,330,大須賀忠政,さかきばら,ただつぐ,1605年,1607年,1665年,61,-,所領拡大,逆撫で,地利,囮挑発,勲功,7,-
秋元,長朝,43,32,72,68,72,75,140,287,-,あきもと,ながとも,1546年,1561年,1628年,83,-,領地保全,叱咤,伏兵,神出鬼没,実利,8,-
牧野,忠成,63,53,51,62,57,116,119,286,牧野康成,まきの,ただなり,1581年,1596年,1655年,75,-,領地保全,急襲,復帰,囮挑発,勲功,5,-
酒井,忠利,55,33,41,58,47,88,105,234,酒井正親,さかい,ただとし,1559年,1574年,1627年,69,-,家名存続,激励,堅固,囮挑発,家名,6,-
高力,忠房,68,63,68,75,74,131,149,348,高力正長,こうりき,ただふさ,1584年,1599年,1656年,73,-,所領拡大,太鼓持ち,万全,囮挑発,家名,3,-
伊奈,忠政,70,61,63,71,68,131,139,333,伊奈忠次,いな,ただまさ,1585年,1600年,1618年,34,-,所領拡大,逆撫で,地利,囮挑発,勲功,6,-
西尾,忠永,57,36,57,58,58,93,116,266,酒井重忠,にしお,ただなが,1584年,1599年,1620年,37,-,領地保全,激励,堅固,囮挑発,家名,5,-
鳥居,成次,63,60,42,50,43,123,93,258,鳥居元忠,とりい,なりつぐ,1570年,1585年,1631年,62,-,家名存続,急襲,復帰,囮挑発,家名,2,-
真田,信吉,61,53,59,61,61,114,122,295,真田信幸,さなだ,のぶよし,1595年,1610年,1635年,41,-,家名存続,用心,斥候,神出鬼没,家名,8,-
真田,信政,58,63,59,53,56,121,109,289,真田信幸,さなだ,のぶまさ,1597年,1612年,1658年,62,-,家名存続,急襲,猛攻,全軍突撃,野心,10,-
仙石,忠政,70,62,55,73,65,132,138,325,仙石権兵衛,せんごく,ただまさ,1578年,1593年,1628年,51,-,領地保全,挟撃巧者,疾走,神出鬼没,勲功,6,-
堀,直寄,72,59,68,68,69,131,137,336,堀直政,ほり,なおより,1577年,1590年,1639年,63,-,家名存続,叱咤,伏兵,神出鬼没,才覚,8,-
小笠原,忠真,50,54,53,63,59,104,122,279,小笠原秀政,おがさわら,ただざね,1596年,1611年,1667年,72,-,所領拡大,お調子者,奪力,囮挑発,芸道,8,-
保科,正之,77,65,76,81,79,142,160,378,松平秀忠,ほしな,まさゆき,1611年,1626年,1673年,63,保科正光,領地保全,激励,名将,神出鬼没,才覚,5,-
諏訪,頼水,60,40,58,69,65,100,134,292,諏訪頼忠,すわ,よりみず,1571年,1586年,1641年,71,-,領地保全,死兵,万全,囮挑発,勲功,6,-
諏訪,忠恒,52,60,38,49,41,112,90,240,諏訪頼水,すわ,ただつね,1595年,1607年,1657年,63,-,家名存続,臨戦,万全,囮挑発,家名,4,-
近藤,政成,40,53,34,37,30,93,67,194,堀秀政,こんどう,まさなり,1588年,1603年,1618年,31,-,所領拡大,突撃,速攻,全軍突撃,勲功,8,-
溝口,宣勝,44,54,45,58,50,98,108,251,溝口秀勝,みぞぐち,のぶかつ,1582年,1597年,1628年,47,-,家名存続,急襲,復帰,囮挑発,勲功,7,-
溝口,善勝,39,43,50,59,54,82,113,245,溝口秀勝,みぞぐち,よしかつ,1584年,1599年,1634年,51,-,領地保全,気勢崩し,堅固,囮挑発,家名,6,-
京極,忠高,59,41,43,50,43,100,93,236,京極高次,きょうごく,ただたか,1593年,1608年,1637年,45,-,家名存続,激励,伏兵,神出鬼没,家名,7,-
徳川,頼宣,67,73,61,74,68,140,142,343,松平元康,とくがわ,よりのぶ,1602年,1606年,1671年,70,-,天下統一,激励,伏兵,神出鬼没,勲功,10,-
水野,重央,58,42,62,63,64,100,127,289,水野忠分,みずの,しげなか,1570年,1585年,1621年,52,-,家名存続,挟撃巧者,地利,神出鬼没,勲功,8,-
松平,定行,51,64,43,67,54,115,121,279,松平定勝,まつだいら,さだゆき,1587年,1602年,1668年,82,-,領地保全,急襲,復帰,囮挑発,勲功,4,-
本多,康紀,44,51,44,58,50,95,108,247,本多康重,ほんだ,やすのり,1579年,1591年,1623年,45,-,家名存続,臨戦,万全,囮挑発,家名,5,-
三宅,康信,58,40,36,49,39,98,88,222,-,みやけ,やすのぶ,1563年,1578年,1632年,70,-,所領拡大,叱咤,殲滅,全軍突撃,家名,8,-
本多,康俊,72,59,63,54,58,131,112,306,酒井忠次,ほんだ,やすとし,1569年,1584年,1621年,53,-,家督継承,挟撃巧者,疾走,神出鬼没,勲功,7,-
松平,忠利,66,42,51,67,60,108,127,286,-,まつだいら,ただとし,1582年,1596年,1632年,51,-,領地保全,用心,斥候,神出鬼没,勲功,3,-
戸田,尊次,50,54,40,39,36,104,75,219,-,とだ,たかつぐ,1565年,1580年,1615年,51,-,家名存続,死兵,万全,囮挑発,家名,9,-
戸田,忠能,53,31,43,57,48,84,105,232,戸田尊次,とだ,ただよし,1586年,1600年,1647年,62,-,所領拡大,激励,堅固,囮挑発,家名,8,-
水野,分長,61,71,43,35,35,132,70,245,水野忠分,みずの,わけなが,1562年,1577年,1623年,62,-,家名存続,突撃,速攻,全軍突撃,勲功,6,-
徳川,義直,71,77,76,78,78,148,156,380,松平元康,とくがわ,よしなお,1601年,1606年,1650年,50,-,家督継承,激励,伏兵,神出鬼没,才覚,9,-
奥平,忠隆,27,25,43,44,41,52,85,180,奥平忠政,おくだいら,ただたか,1608年,1614年,1632年,25,-,家名存続,臨戦,万全,囮挑発,家名,4,-
竹腰,正信,60,72,68,69,70,132,139,339,-,たけのこし,まさのぶ,1591年,1606年,1645年,55,-,所領拡大,叱咤,殲滅,全軍突撃,勲功,6,-
遠山,秀友,39,45,42,49,43,84,92,218,遠山友政,とおやま,ひでとも,1609年,1619年,1642年,34,-,家名存続,気勢崩し,堅固,囮挑発,家名,6,-
石川,忠総,53,57,57,66,62,110,128,295,大久保忠隣,いしかわ,ただふさ,1582年,1597年,1651年,70,石川家成,領地保全,急襲,復帰,囮挑発,家名,5,-
松平,乗寿,49,24,46,59,52,73,111,230,-,まつだいら,のりなが,1600年,1614年,1654年,55,-,家名存続,気勢崩し,堅固,囮挑発,実利,4,-
徳永,昌重,38,41,47,38,39,79,77,203,徳永寿昌,とくなが,まさしげ,1581年,1596年,1642年,62,-,所領拡大,臨戦,万全,囮挑発,家名,7,-
金森,重頼,60,58,60,66,64,118,130,308,金森可重,かなもり,しげより,1596年,1611年,1650年,55,-,家名存続,用心,斥候,神出鬼没,才覚,8,-
藤堂,高次,62,69,54,66,61,131,127,312,藤堂高虎,とうどう,たかつぐ,1602年,1617年,1676年,75,-,領地保全,奮闘,強撃,全軍突撃,勲功,7,-
菅沼,定芳,40,37,46,50,45,77,95,218,菅沼定盈,すがぬま,さだよし,1587年,1602年,1643年,57,-,家名存続,気勢崩し,堅固,囮挑発,家名,5,-
土方,雄氏,38,64,36,40,34,102,74,212,土方雄久,ひじかた,かつうじ,1583年,1594年,1638年,56,-,所領拡大,突撃,速攻,全軍突撃,勲功,7,-
松平,忠明,68,52,61,77,72,120,149,330,奥平信昌,まつだいら,ただあきら,1583年,1592年,1644年,62,松平元康,家名存続,激励,伏兵,神出鬼没,才覚,7,-
分部,光信,49,32,54,65,60,81,125,260,-,わけべ,みつのぶ,1591年,1601年,1643年,53,-,領地保全,激励,堅固,囮挑発,勲功,7,-
古田,重治,52,35,53,63,59,87,122,262,古田重則,ふるた,しげはる,1578年,1593年,1625年,48,-,家名存続,激励,堅固,囮挑発,家名,6,-
稲葉,紀通,37,68,28,27,24,105,51,184,稲葉道通,いなば,のりみち,1603年,1607年,1648年,46,-,所領拡大,臥薪嘗胆,奪力,本陣斬込,芸道,10,-
